"CASE";"SERIAL";"REF";"QUESTNNR";"MODE";"STARTED";"DM01";"DM01_07";"DM01_08";"DM02_01";"DM05";"DM06";"DM06_01";"DM06_02";"DM06_03";"DM06_04";"DM06_05";"DM06_06";"DM06_07";"DM06_08";"DM06_09";"DM06_10";"DM06_11";"DM06_11a";"DM07";"DM07_01";"DM07_02";"DM07_03";"DM07_04";"DM07_05";"O101_01";"O101_02";"O101_12";"O101_03";"O101_04";"O101_16";"O101_05";"O101_15";"O101_06";"O101_07";"O101_08";"O101_17";"O102_01";"O102_02";"O103_01";"O103_02";"O103_03";"O103_04";"O103_05";"O103_06";"S101";"S101_01";"S101_02";"S101_03";"S101_04";"S101_06";"S101_06a";"S103";"S110";"S104";"S104_01";"S104_02";"S104_03";"S104_04";"S104_05";"S104_07";"S104_08";"S104_09";"S104_09a";"S105";"S105_01";"S105_02";"S105_03";"S105_04";"S105_04a";"S111";"S111s";"S106";"S106_01";"S106_02";"S106_03";"S106_04";"S106_05";"S106_06";"S112";"S112_01";"S112_02";"S112_03";"S112_04";"S112_05";"S112_06";"S112_07";"S112_08";"S112_08a";"S113";"S201_02";"S201_03";"S201_04";"S201_06";"S201_09";"S201_01";"S201_10";"S202";"S203";"S203_01";"S203_02";"S203_03";"S203_04";"S203_08";"S203_07";"S203_05";"S203_06";"S203_06a";"S204_01";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME_SUM";"MAILSENT";"LASTDATA";"FINISHED";"Q_VIEWER";"LASTPAGE";"MAXPAGE";"MISSING";"MISSREL";"TIME_RSI";"DEG_TIME"
268;;;"base";"interview";2021-03-02 14:11:50;8;;"GIS-Specialist";"4";4;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;2;6;6;3;5;5;4;3;4;4;4;3;2;2;3;5;3;6;6;6;2;1;1;2;1;2;"Matlab";1;2;2;1;1;1;1;1;1;2;2;"Procedural programming";-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;2;2;1;1;2;1;1;1;1;;4;4;6;6;6;6;6;6;4;3;2;1;1;1;1;1;2;2;"Code is unique for a certain data set. ";"Most important part in my area is that input data have to become open source!";22;90;34;135;314;197;792;;2021-03-02 14:25:02;1;0;6;6;0;0;0.84;3
269;;;"base";"interview";2021-03-02 14:13:38;2;;;"1";5;3;1;1;1;2;2;1;1;1;1;1;2;"Landscape Ecology";1;1;2;1;1;1;2;5;5;5;5;1;4;-1;4;5;5;1;2;2;5;-1;-1;5;5;4;1;1;1;1;2;1;;2;2;4;1;1;1;2;2;2;2;1;;3;2;2;2;1;;-2;"GPL";2;1;2;1;1;1;2;4;2;1;1;2;2;1;1;2;"LGPL";2;6;6;5;4;-1;4;4;1;-1;1;1;1;1;1;1;1;1;;"Code and data publications should be treated as valuable as/equally to papers (including funding opportunities, best practices, peer-review obligation, importance for applications for scholarships/positions).";22;75;60;214;330;264;965;;2021-03-02 14:29:43;1;0;6;6;0;0;0.68;0
271;;;"base";"interview";2021-03-02 14:18:51;2;;;"2";7;2;2;1;1;1;2;1;1;1;1;1;1;;1;1;2;1;1;1;2;4;4;4;4;3;4;3;2;2;3;2;1;2;4;5;5;5;2;2;1;1;1;1;1;2;"Matlab";2;2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;;3;2;3;3;2;2;3;3;4;2;1;2;1;1;1;1;2;1;;;9;62;42;184;245;107;649;;2021-03-02 14:29:40;1;0;6;6;2;2;1.1;10
272;;;"base";"interview";2021-03-02 14:20:18;1;;;"16";6;1;2;1;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;2;4;5;3;4;2;3;5;2;6;4;2;2;2;5;5;5;5;5;5;2;2;1;1;1;2;"MATLAB";4;5;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-1;;2;1;1;1;2;1;2;-1;1;1;1;1;1;1;1;1;;4;6;4;5;4;5;4;4;4;2;1;2;1;1;1;1;2;1;;"The science community and funding institutions should put as high value on a good sceintific code - reviewed, documented and published - as on scientific papers. This actually also applies to research data that are along with software less valued than a paper. This requires a shift in a mindset which has started, but will take some time (years-decades) till we are there. You can do a PhD with three published papers, but not with a paper + a documented open-source code and a documented doi-Dataset! This is a point where to start change things. Of course, this may open door to easy-way PhDs consisting of a few subroutines, an Excel-Table and a low-profile paper, but this is what the supervisor and finally the PhD commission should look at.";7;65;51;244;244;676;1287;;2021-03-02 14:41:45;1;0;6;6;0;0;0.9;10
273;;;"base";"interview";2021-03-02 14:20:53;3;;;"26";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;-1;4;3;4;-1;4;4;2;2;5;5;2;2;1;5;3;5;4;4;2;2;1;2;2;1;1;;2;2;3;1;1;1;2;2;1;2;1;;2;2;2;1;1;;-2;"none";1;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;;3;5;4;3;6;2;5;6;3;5;2;2;1;1;2;2;2;1;;"-";64;86;40;311;218;162;881;;2021-03-02 14:35:34;1;0;6;6;0;0;0.69;0
275;;;"base";"interview";2021-03-02 14:29:07;3;;;"13";3;1;1;1;1;1;1;1;1;1;1;1;2;"Hydrogeology";1;1;2;1;1;1;3;5;4;2;2;4;4;5;4;3;2;3;2;1;4;5;3;6;6;2;-1;1;1;1;1;1;;2;4;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;3;4;4;4;3;4;4;3;-3;1;1;1;1;1;1;1;1;;"develop and maintain open access databases";9;105;12;164;124;95;509;;2021-03-02 14:37:36;1;0;6;6;0;0;1.48;26
276;;;"base";"interview";2021-03-02 14:32:02;5;;;"13";5;4;2;2;1;1;2;1;1;1;2;1;1;;3;2;2;2;1;1;5;2;5;6;5;2;5;4;2;6;4;2;2;2;5;5;5;3;5;4;2;1;2;1;2;1;;2;3;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-1;;2;1;2;1;1;1;2;-1;1;1;1;1;1;1;1;1;;3;5;2;-1;5;-1;1;1;1;2;1;1;1;1;2;2;1;1;;"code repository connected to scientific journals where the modelling study is published; funding for staff / coders in addition to funding for scientists.";17;78;30;231;174;338;868;;2021-03-02 14:46:30;1;0;6;6;0;0;0.84;0
278;;;"base";"interview";2021-03-02 14:36:28;7;"Head of Department";;"16";3;2;2;2;1;1;1;1;1;1;1;1;1;;2;1;1;2;1;2;4;5;4;5;2;4;1;4;3;3;4;2;2;2;5;5;4;5;6;5;2;1;2;1;2;1;;4;-2;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-1;;1;1;2;1;1;1;1;2;1;1;2;2;1;1;1;1;;4;5;5;3;3;3;4;4;3;-3;1;1;1;1;1;1;1;1;;"increase funding";6;2338;3;115;5331;220;584;;2021-03-02 16:50:01;1;0;6;6;0;0;1.27;93
283;;;"base";"interview";2021-03-02 14:39:41;7;"senior scientist at research institute";;"30";5;6;2;2;1;2;2;1;1;1;2;2;1;;1;1;1;2;1;1;4;3;3;4;4;5;4;5;2;2;2;3;2;2;3;2;3;4;3;2;1;1;1;1;2;1;;5;-2;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";2;1;2;1;2;1;1;-1;1;1;1;1;1;1;1;1;;-1;5;5;4;3;4;3;3;4;-3;1;1;1;1;1;1;1;1;;"no suggestion";21;281;82;285;268;346;1283;;2021-03-02 15:01:04;1;0;6;6;0;0;0.5;0
287;;;"base";"interview";2021-03-02 14:46:29;2;;;"4";4;1;1;1;1;1;1;1;1;1;1;1;2;"Biogeochemistry";1;2;1;1;1;1;2;6;6;1;-1;3;4;5;3;-1;-1;-1;1;2;4;-1;5;5;3;-1;1;1;1;1;2;1;;3;5;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;2;1;1;1;1;-2;1;1;1;1;1;1;1;1;;5;5;6;5;5;4;6;6;4;-3;1;1;1;1;1;1;1;1;;"Common standards have to be checked regularly. Many manuscripts are published too fast...
My supervisor (habilitated years ago) often told me to do / code / calculate things I know to be absolutely wrong. I refused to do what he asked, because he did not want to make research reproducible, but to make his papers be published very soon. For him its much more relevant that his studies are published fast, not that their content makes sence and is reproducible. 
I will leave science as soon as possible - I cannot longer support this.";42;59;17;229;129;463;939;;2021-03-02 15:02:08;1;0;6;6;0;0;0.97;12
288;;;"base";"interview";2021-03-02 14:47:27;2;;;"6";5;1;2;1;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;6;6;5;5;6;3;6;2;1;6;6;2;1;1;4;5;2;6;5;2;2;2;1;2;1;1;;1;1;4;1;1;2;2;1;2;2;1;;4;2;2;2;2;"ReadTheDocs/TravisCi/PyCharm/GitHub/";-2;"MIT / GPL3";3;1;1;2;1;2;2;3;1;2;1;2;2;1;1;1;;4;6;5;5;4;4;6;6;1;-1;1;1;1;1;1;1;1;1;;"- Publishers, Editors, and Reviewers should require all source code to be made available in open repositories (if necessary with a restricted access like Zenodo).

- Universities should recognise Research Software (and related papers in journals such as JOSS) as publications and part of PhD theses. 

- Universities should teach how to increase computational reproducibility.

";3;89;34;232;176;318;852;;2021-03-02 15:01:39;1;0;6;6;0;0;1.16;31
293;;;"base";"interview";2021-03-02 14:51:17;2;;;"6";5;2;2;2;1;1;1;1;1;1;1;1;1;;2;1;2;2;1;1;1;6;5;5;2;2;5;6;4;5;5;1;1;1;5;6;4;6;6;4;3;1;1;2;2;2;"GAMS";1;2;3;1;1;2;2;1;1;1;2;"UML";1;2;1;1;1;;-1;;2;1;1;2;1;1;2;2;1;1;1;2;1;1;2;1;;4;6;4;3;6;4;6;6;3;3;2;1;1;1;1;2;2;1;;"Each institutions/university should make reproducibility a priority, create data bases like OpenABM website to upload open source codes.";21;83;4;130;193;163;594;;2021-03-02 15:01:12;1;0;6;6;0;0;1.29;59
300;;;"base";"interview";2021-03-02 15:10:13;4;;;"23";5;3;2;2;1;1;1;1;1;1;2;1;1;;1;1;1;2;1;1;3;3;2;5;3;4;4;2;2;4;4;4;1;1;4;5;5;6;3;5;1;1;2;1;1;1;;3;5;1;1;1;2;1;1;1;1;1;;1;2;1;1;1;;-1;;2;1;1;1;2;1;2;-1;1;1;1;1;1;1;1;1;;4;6;6;5;5;4;6;6;4;4;2;2;1;1;1;2;2;1;;"Agree on common tests for code, models. ";4;91;51;165;164;124;599;;2021-03-02 15:20:12;1;0;6;6;0;0;1.29;23
302;;;"base";"interview";2021-03-02 15:27:40;2;;;"1";1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;2;5;5;4;6;2;-1;2;2;5;4;1;1;1;4;6;5;1;4;3;3;1;2;2;2;1;;2;4;1;1;1;1;2;1;1;1;1;;2;2;2;1;1;;-1;;1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;4;5;5;5;6;5;5;5;4;1;1;1;1;1;1;1;1;2;"code not ready - still in development phase";"appreciating formulas within papers more - necessary to increase reproducibility ";5;47;2;146;99;224;523;;2021-03-02 15:36:23;1;0;6;6;0;0;1.83;111
304;;;"base";"interview";2021-03-02 15:29:58;2;;;"3";1;1;1;1;1;2;1;1;1;1;1;1;1;;2;1;2;2;1;1;3;4;5;5;2;1;4;3;3;5;4;1;2;2;4;4;6;2;4;6;1;1;1;1;2;1;;1;2;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-2;"GPLv3";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;2;2;6;6;5;4;3;4;4;-1;1;1;1;1;1;1;1;1;;"Increase mentions of code sharing and research reproducibility in research publications, include code review in peer-review process.";106;194;71;585;294;667;1825;;2021-03-02 16:01:55;1;0;6;6;0;0;0.34;0
305;;;"base";"interview";2021-03-02 15:30:52;4;;;"18";6;3;2;1;1;1;1;2;1;1;1;1;2;"Fluvial Morphology";2;2;1;1;1;2;2;5;3;4;4;3;3;5;1;5;5;4;2;1;4;4;2;6;6;1;2;1;2;1;2;1;;3;4;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";3;1;2;1;2;1;2;-1;1;1;1;1;1;1;1;1;;4;-1;2;5;-1;-1;4;5;3;1;1;1;1;1;2;1;1;1;;;841;82;25;138;664;76;999;;2021-03-02 16:01:19;1;0;6;6;2;2;0.96;13
306;;;"base";"interview";2021-03-02 15:31:59;3;;;"7";3;2;2;1;1;1;1;1;1;1;2;1;1;;2;2;2;1;1;1;3;4;5;4;4;4;4;5;4;5;4;3;2;2;5;6;4;6;5;3;1;1;1;2;1;1;;3;4;1;1;1;1;2;1;1;1;1;;3;2;2;2;1;;-2;"Creative Common";3;1;1;1;2;2;2;-1;1;1;1;1;1;1;1;1;;3;5;5;3;4;4;3;4;1;2;1;1;2;1;1;1;2;1;;"- ";4;62;23;118;119;61;387;;2021-03-02 15:38:26;1;0;6;6;0;0;1.83;46
307;;;"base";"interview";2021-03-02 16:31:44;5;;;"42";4;1;1;1;1;1;1;1;1;1;1;1;2;"Hydrogeology";3;2;2;2;1;1;3;4;4;5;5;5;3;2;2;3;5;-1;1;2;5;5;4;2;2;-1;1;1;1;1;1;2;"matlab";2;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;3;5;5;5;5;-1;5;5;3;-2;1;1;1;1;1;1;1;1;;"--";17;115;28;248;161;111;680;;2021-03-02 16:43:04;1;0;6;6;0;0;0.95;4
309;;;"base";"interview";2021-03-02 16:39:15;5;;;"20";5;2;2;1;1;1;1;1;1;1;2;1;1;;2;2;2;1;1;1;3;3;2;4;4;2;1;3;3;5;4;4;1;1;3;5;5;5;6;5;3;2;1;2;2;1;;3;-2;1;1;1;1;2;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;2;2;1;1;1;2;1;1;1;2;1;1;2;1;;4;-1;-1;-1;-1;-1;-1;-1;4;-3;1;1;1;1;1;1;1;1;;"Not sure
";3;56;9;131;107;50;356;;2021-03-02 16:45:11;1;0;6;6;0;0;2.21;79
310;;;"base";"interview";2021-03-02 17:31:52;1;;;"4";1;3;2;1;1;1;1;2;1;1;1;2;1;;1;1;2;1;1;1;1;6;6;5;5;1;6;5;4;6;6;1;1;1;6;6;6;6;5;5;2;1;2;2;1;1;;2;1;2;1;1;1;2;1;2;1;1;;4;2;2;2;2;"Doxygen ";-2;"GNU";3;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1;;3;6;5;5;5;5;5;5;1;2;1;1;2;1;1;2;1;1;;"Require all code open source.
Publish code as publication.";15;70;35;135;178;144;577;;2021-03-02 17:41:29;1;0;6;6;0;0;1.04;4
315;;;"base";"interview";2021-03-02 18:48:50;2;;;"4";3;2;2;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;2;3;4;5;6;3;4;3;1;6;6;3;2;1;5;6;2;6;6;2;1;1;1;1;2;1;;1;1;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";1;1;1;1;1;1;2;4;2;1;1;2;2;2;1;1;;2;6;5;6;6;4;4;4;1;1;1;1;1;1;1;1;1;2;"I try to publish most, but often time is lacking to bring it into a shape that it can be used by anyone (all bugs checked, properly documented)";"not accept papers anymore that obviously have something to hide or are completely unwilling to share.";6;61;25;126;82;123;423;;2021-03-02 18:55:53;1;0;6;6;0;0;1.58;29
323;;;"base";"interview";2021-03-02 19:47:12;2;;;"5";3;2;2;1;1;1;1;2;1;1;1;1;1;;2;2;1;2;1;1;3;4;5;4;5;2;2;5;5;5;3;2;2;2;4;3;3;4;6;5;1;1;1;1;1;2;"MATLAB";2;3;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"None";1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;3;6;4;5;6;4;6;6;1;2;1;2;1;1;1;1;2;1;;" ";2;62;61;226;157;101;609;;2021-03-02 19:57:21;1;0;6;6;2;2;1.35;57
325;;;"base";"interview";2021-03-02 20:46:56;7;"Research Software Engineer";;"8";5;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;2;1;1;6;6;4;5;1;5;4;2;6;6;1;2;2;6;6;5;5;5;3;1;1;1;2;1;1;;1;1;6;2;2;2;2;1;2;2;1;;4;2;2;2;2;"Code quality Checkers";-2;"Apache License v2";1;2;1;1;1;1;1;5;1;2;2;2;2;2;1;1;;3;6;5;4;4;5;5;5;3;-1;1;1;1;1;1;1;1;1;;"-";27;40;3;82;76;50;278;;2021-03-02 20:51:34;1;0;6;6;0;0;2.13;122
342;;;"base";"interview";2021-03-02 22:03:45;2;;;"4";4;2;2;1;1;1;1;1;1;1;1;2;1;;2;2;2;1;1;1;5;2;4;4;4;5;3;2;4;5;4;4;2;1;3;4;-1;3;5;3;1;1;1;1;1;2;"Matlab";2;2;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";3;1;2;2;1;2;1;-2;1;1;1;1;1;1;1;1;;-1;4;2;4;5;3;6;6;4;-3;1;1;1;1;1;1;1;1;;"When reviewing a manuscript (mine or other), I ask myself, can I make the same model from the information in the code? Are inputs explained? what assumptions were made? Making these things very clear can help. ";18;161;38;262;120;135;734;;2021-03-02 22:15:59;1;0;6;6;0;0;0.87;4
382;;;"base";"interview";2021-03-03 08:01:00;4;;;"5";4;1;2;1;1;1;1;1;1;1;1;1;1;;1;2;1;1;1;1;3;5;5;2;3;4;1;5;5;5;4;3;2;2;4;4;5;2;2;4;1;1;1;2;1;1;;2;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;;-1;6;5;4;5;5;6;6;4;3;1;2;1;1;2;1;2;1;;"Provide resources to help with the open science";24;70;14;164;118;77;467;;2021-03-03 08:08:47;1;0;6;6;0;0;1.39;23
383;;;"base";"interview";2021-03-03 08:16:16;5;;;"25";4;3;2;1;1;2;1;1;1;1;2;1;1;;1;1;2;1;1;1;4;5;4;4;4;2;4;3;3;4;3;1;1;1;6;4;4;4;4;3;1;1;1;1;2;1;;3;5;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-1;;1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;3;5;4;6;4;2;4;4;1;-3;1;1;1;1;1;1;1;1;;"Formalize the conceptual modelling steps prior to program coding ";37;109;59;332;254;253;1044;;2021-03-03 08:33:40;1;0;6;6;0;0;0.57;0
385;;;"base";"interview";2021-03-03 08:36:24;1;;;"1";4;1;1;1;1;1;1;2;1;1;1;1;1;;1;1;1;2;1;1;5;3;3;5;4;3;2;5;4;3;2;2;1;2;-1;-1;-1;6;6;4;1;1;1;2;1;1;;2;5;1;1;1;1;2;1;1;1;1;;1;1;2;1;1;;-2;"none";1;1;1;1;1;1;2;-1;1;1;1;1;1;1;1;1;;-1;3;2;5;-1;5;5;5;4;1;2;1;1;1;1;1;1;1;;"-";24;89;42;243;168;115;681;;2021-03-03 08:47:45;1;0;6;6;0;0;0.87;3
387;;;"base";"interview";2021-03-03 08:41:58;3;;;"13";8;1;1;1;1;1;2;1;1;1;1;1;1;;1;2;1;1;1;1;5;2;2;5;5;3;5;1;2;4;6;2;1;2;2;2;2;5;4;6;1;1;1;1;2;1;;5;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;1;1;1;1;2;2;1;1;1;2;1;1;2;1;;-1;5;6;6;6;5;3;3;4;1;1;1;1;1;1;1;2;1;;"more critical peer review on methodology/code (when supplied as supplementary material, no review is required/possible)
easy liscensing of code/research software
easy access to finished products";25;62;33;175;286;262;843;;2021-03-03 08:56:01;1;0;6;6;0;0;0.82;2
389;;;"base";"interview";2021-03-03 08:58:12;7;"senior consultant Public Authority";;"20";4;3;2;1;1;2;2;1;1;1;1;1;1;;1;2;1;1;1;1;3;3;2;4;3;5;-1;5;3;-1;3;-1;1;2;4;6;5;6;6;-1;1;1;1;1;2;1;;5;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;1;1;1;2;1;1;1;-1;1;1;1;1;1;1;1;1;;3;4;5;-1;5;-1;5;5;3;-3;1;1;1;1;1;1;1;1;;"-";12;111;9;183;144;91;550;;2021-03-03 09:07:22;1;0;6;6;0;0;1.44;28
399;;;"base";"interview";2021-03-03 09:23:44;1;;;"14";5;5;2;2;1;1;2;2;1;1;2;1;1;;2;2;2;1;1;1;2;5;5;5;4;2;6;4;2;6;5;2;1;1;6;5;4;6;6;2;3;1;2;2;1;2;"ECMAScript";2;2;3;1;1;1;2;1;2;2;1;;3;2;2;2;1;;-2;"GPL MIT";2;1;2;1;1;1;2;6;2;2;2;2;2;2;1;1;;4;5;6;2;6;4;2;4;1;-1;1;1;1;1;1;1;1;1;;"Missing question in 21: Include software and data reproducibility requirements into funding guidelines of major funding agencies.";5;78;36;203;169;191;682;;2021-03-03 09:35:06;1;0;6;6;0;0;1.22;15
403;;;"base";"interview";2021-03-03 09:44:49;5;;;"20";5;4;2;2;1;1;1;1;1;2;2;1;1;;2;2;2;1;1;1;2;5;5;5;2;3;4;5;-1;-1;-1;1;2;2;5;4;-1;6;5;5;2;1;1;2;2;1;;1;2;2;1;1;2;2;1;1;1;1;;2;2;1;2;1;;-2;"GNU";-1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;-1;5;5;5;-1;-1;-1;-1;4;-1;1;1;1;1;1;1;1;1;;"/";3;74;5;178;218;139;617;;2021-03-03 09:55:06;1;0;6;6;0;0;1.65;75
405;;;"base";"interview";2021-03-03 09:50:52;2;;;"2.5";5;1;2;1;1;1;1;1;1;1;1;1;1;;2;2;2;1;1;1;2;6;5;3;4;5;4;6;2;5;4;4;1;2;6;3;1;5;6;4;1;1;1;2;1;1;;1;2;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-2;"Creative Commons licenses";3;1;1;1;2;2;2;2;1;1;1;2;1;1;2;1;;3;6;5;4;4;3;5;5;4;-1;1;1;1;1;1;1;1;1;;"SHARE! Share your data, share your code! ";8;636;26;206;103;78;499;;2021-03-03 10:08:29;1;0;6;6;0;0;1.24;21
408;;;"base";"interview";2021-03-03 09:51:06;2;;;"3";4;2;2;1;1;1;1;1;1;1;1;1;2;"Groundwater";1;1;1;2;1;1;3;4;6;3;-1;4;1;4;5;1;1;-1;2;2;4;4;5;6;3;5;1;1;1;2;1;1;;2;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-1;;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;;-1;4;6;5;5;5;5;5;4;-3;1;1;1;1;1;1;1;1;;"-";5006;86;182;175;124;70;500;;2021-03-03 11:25:09;1;0;6;6;0;0;0.93;13
416;;;"base";"interview";2021-03-03 10:50:19;4;;;"14";4;3;2;1;1;1;1;1;2;2;1;1;1;;2;1;2;2;1;1;5;4;4;5;5;2;5;-1;-1;5;4;2;1;1;4;5;5;5;5;5;1;1;1;2;1;1;;2;4;1;1;1;1;2;1;1;1;1;;2;2;1;2;1;;-2;"GNU GPL v3";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;1;5;-1;5;5;5;-1;-1;1;1;1;1;1;1;1;1;1;2;"if possible in terms of time, codes have been published";"It's not only about codes but also about data which should be published along with the code. I think the past decade has seen some progress in making codes publicly available.";8;66;5;112;112;148;451;;2021-03-03 10:57:50;1;0;6;6;0;0;1.67;60
422;;;"base";"interview";2021-03-03 10:57:30;8;;"Engineer ";"15";3;2;2;1;1;1;1;2;1;1;1;1;1;;1;1;2;1;1;1;3;6;3;4;6;1;4;5;5;2;5;1;2;1;5;4;-1;6;4;-1;2;1;1;2;2;1;;2;-1;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;1;1;1;1;2;-2;1;1;1;1;1;1;1;1;;-1;6;6;6;-1;6;6;6;3;-3;1;1;1;1;1;1;1;1;;"Show your work in appendix, attachment, online, etc";10;76;31;178;127;92;514;;2021-03-03 11:06:05;1;0;6;6;0;0;1.23;11
423;;;"base";"interview";2021-03-03 10:59:00;1;;;"13";3;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;2;5;5;6;4;5;4;3;3;4;4;-1;1;1;5;4;4;6;6;3;2;2;1;1;2;1;;2;4;-1;1;1;1;1;1;1;1;1;;2;2;2;1;1;;-1;;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;;2;-1;4;4;4;4;6;6;3;3;2;2;1;1;2;1;1;1;;"no ideas ";10;102;47;253;216;139;767;;2021-03-03 11:11:47;1;0;6;6;0;0;0.9;4
426;;;"base";"interview";2021-03-03 11:06:02;2;;;"6";5;2;2;1;1;1;2;1;1;1;1;1;1;;1;1;2;1;1;1;2;5;5;5;5;2;5;-1;-1;6;6;2;2;1;4;5;-1;5;6;2;2;2;1;1;2;1;;1;1;-1;1;1;1;1;1;1;1;1;;2;2;1;2;1;;-2;"GNU";3;1;2;2;1;2;1;1;1;1;1;2;1;1;1;1;;2;6;5;-1;-1;5;5;-1;4;-1;1;1;1;1;1;1;1;1;;"- I would love to discuss how to standardize reporting model setups. I think this should probably rather come from journals.  
- We need to have an honest discussion about why people don't share their code. My impression is that the answers are similar to why anonymous reviews should be maintained.  
- Researchers are rarely required to produce good code. I mean when was the last time someone took your code apart and tested it? And producing good code takes practice, but also the need to want to write well-structured and well-tested code. I think the problem can only be improved if we accept that all of us are part of it and that all of us probably produce research output that is not reproducible. 
- I would love people to point out positive examples of reproducibility. 


";76;79;27;10812;605;3302;1118;;2021-03-03 15:14:23;1;0;6;6;0;0;0.44;1
430;;;"base";"interview";2021-03-03 11:16:06;5;;;"33";1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;2;1;1;1;4;2;1;4;4;4;2;6;3;5;5;1;2;2;6;6;6;5;4;2;-1;1;1;1;1;1;;5;-2;-1;1;1;1;1;1;1;1;1;;1;2;1;1;1;;-2;"none";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;5;6;-1;-1;6;1;6;6;1;1;2;1;1;1;1;1;1;1;;"Guidelines for reproducible software generation, not just reproducible research in general, would be helpful, in addition to funding for improving established research software.";27;259;68;262;210;268;1094;;2021-03-03 11:34:20;1;0;6;6;0;0;0.55;0
433;;;"base";"interview";2021-03-03 12:32:58;5;;;"30";3;3;2;2;1;1;1;1;1;1;2;1;1;;1;2;1;1;1;1;4;3;4;5;-1;4;5;3;5;4;4;3;2;2;3;2;2;4;-1;-1;1;1;1;1;2;1;;5;4;-1;1;1;1;1;1;1;1;1;;-1;1;1;1;1;;-2;"none";1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;3;-1;4;-1;3;2;2;2;1;1;1;1;1;1;1;1;2;1;;"organize respective hackathons";30;136;32;194;120;117;629;;2021-03-03 12:43:27;1;0;6;6;0;0;0.93;5
437;;;"base";"interview";2021-03-03 13:22:18;3;;;"8";3;2;2;1;1;1;1;1;1;1;2;1;1;;1;1;1;2;1;1;2;5;5;5;4;1;5;5;4;6;5;5;1;1;6;5;5;6;6;4;1;1;1;2;1;1;;2;2;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;;-2;"MIT license";1;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;;1;6;6;3;5;4;4;6;1;-1;1;1;1;1;1;1;1;1;;"Include all codes during publication of work, should be mandatory by all journals.";13;67;3;161;157;136;537;;2021-03-03 13:31:15;1;0;6;6;0;0;1.42;82
